IDEGAR;DEPLOYMENTAREA;WORKER_TYPE;GO LIVE DATE;SQUAD;CLUSTER;ENVIRONMENT;NAMESPACE;COMPONENT_NAME;INGRESS_CLASS;DRTYPE;ACTIVE_AZ;ACTIVATION_DATE;TECHNOLOGY;VERSION;CHART;CPU LIMIT;CPU REQUEST;MEMORY LIMIT;MEMORY REQUEST;STORAGE;REPLICAS;COMPONENT_TYPE;#ACCOUNTING PODS TYPE;#JOBS PODS TYPE;#PODS;#BUILDS OK BETWEEN 01/09/2021 and 30/09/2021;#BUILDS KO BETWEEN 01/09/2021 and 30/09/2021;#DEPLOYS OK BETWEEN 01/09/2021 and 30/09/2021;#DEPLOYS KO BETWEEN 01/09/2021 and 30/09/2021;#TOTAL_BUILDS OK;#TOTAL_BUILDS KO;#TOTAL_DEPLOYS OK;#TOTAL_DEPLOYS KO;COMPANY;DEACTIVATION_DATE;SUPPORT_TYPE;PLATFORM
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS103302NEWMSMAJOR;ABSIS;AA;AZ1;13/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS103302NEWMSMAJOR;ABSIS;AA;AZ1;13/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS103302NEWMSMAJOR;ABSIS;AA;AZ1;13/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS103302NEWMSMAJOR;ABSIS;AA;AZ1;13/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS107826ACTIONS;ABSIS;AA;AZ1;04/08/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS107826ACTIONS;ABSIS;AA;AZ1;04/08/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS107826ACTIONS;ABSIS;AA;AZ1;04/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS107826ACTIONS;ABSIS;AA;AZ1;04/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS107826ACTIONS;ABSIS;AA;AZ1;04/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS107826ACTIONS;ABSIS;AA;AZ1;04/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS107826ACTIONS;ABSIS;AA;AZ1;04/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS107826ACTIONS;ABSIS;AA;AZ1;04/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS107826AUTHSE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS107826AUTHSE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS107826AUTHSE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS107826AUTHSE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS107826AUTHSE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS107826AUTHSE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS107826AUTHSE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS107826AUTHSE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS107826IMPLEMENTPERMI;ABSIS;AA;AZ1;27/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS107826IMPLEMENTPERMI;ABSIS;AA;AZ1;27/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS107826IMPLEMENTPERMI;ABSIS;AA;AZ1;27/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS107826IMPLEMENTPERMI;ABSIS;AA;AZ1;27/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS107826IMPLEMENTPERMI;ABSIS;AA;AZ1;27/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS107826IMPLEMENTPERMI;ABSIS;AA;AZ1;27/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS107826IMPLEMENTPERMI;ABSIS;AA;AZ1;27/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS107826IMPLEMENTPERMI;ABSIS;AA;AZ1;27/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS108488APICREATE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS108488APICREATE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS108488APICREATE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS108488APICREATE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS108488APICREATE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS108488APICREATE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS108488APICREATE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS108488APICREATE;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS108488CREATEAPI;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS108488CREATEAPI;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS108488CREATEAPI;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS108488CREATEAPI;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS108488CREATEAPI;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS108488CREATEAPI;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS108488CREATEAPI;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS108488CREATEAPI;ABSIS;AA;AZ1;28/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS109468MERGEAPIS;ABSIS;AA;AZ1;31/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS109468MERGEAPIS;ABSIS;AA;AZ1;31/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS109468MERGEAPIS;ABSIS;AA;AZ1;31/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS109468MERGEAPIS;ABSIS;AA;AZ1;31/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS109468MERGEAPIS;ABSIS;AA;AZ1;31/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS109468MERGEAPIS;ABSIS;AA;AZ1;31/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS109468MERGEAPIS;ABSIS;AA;AZ1;31/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS109468MERGEAPIS;ABSIS;AA;AZ1;31/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;2;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS811108DOCUMENTATIONA;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS811108DOCUMENTATIONA;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS811108DOCUMENTATIONA;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS811108DOCUMENTATIONA;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS811108DOCUMENTATIONA;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS811108DOCUMENTATIONA;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS811108DOCUMENTATIONA;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS811108DOCUMENTATIONA;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS85455MONITORING;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS85455MONITORING;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS85455MONITORING;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS85455MONITORING;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS85455MONITORING;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;tst;cxb-a3spae-tst;ADPFRONTENDFEATUREUS85455MONITORING;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS85455MONITORING;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pre;pre;cxb-a3spae-pre;ADPFRONTENDFEATUREUS85455MONITORING;ABSIS;AA;AZ1;11/08/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS88147APICONF;ABSIS;AA;AZ1;27/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp02-pro;pro;cxb-a3spae-pro;ADPFRONTENDFEATUREUS88147APICONF;ABSIS;AA;AZ1;27/07/2020;Absis3;absis3-spa;absis3-spa;300m;100m;128Mi;36Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
A3SPAE;Internet;ABSIS;30/09/2020;SQUAD 2;icp01-pre;dev;cxb-a3spae-dev;ADPFRONTENDFEATUREUS88147APICONF;ABSIS;AA;AZ1;27/07/2020;Absis3;absis3-spa;absis3-spa;150m;50m;60Mi;24Mi;1Gi;1;PAAS;0;0;0;0;0;0;0;0;0;1;0;Caixabank;;ABSIS3;ICP
